antecedents,consequent,support,confidence,lift
FOUL_SHOOTING,FT_MADE,0.12484157160963244,0.8454935622317598,3.2541191248822368
FOUL_PERSONAL,FT_MADE,0.05449936628643853,0.581081081081081,2.2364535266974293
